date,timestamp,appid,ctxid,level,payload,6,7,8,9,10,11,12,13,14,15,16
06-26,10:25:31.719,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:31.812,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:31.812,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:31.813,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:31.814,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:31.814,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:31.815,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:32.812,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:32.812,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:32.812,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.350010] in Nchannel16,,,,,,,,,,,
06-26,10:25:32.813,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:32.813,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.35001""}",,,,,,,,,,,
06-26,10:25:32.815,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:32.815,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:32.815,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:32.815,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:32.815,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:32.816,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:32.915,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:32.915,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:32.915,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.400010] in Nchannel16,,,,,,,,,,,
06-26,10:25:32.915,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.40001""}",,,,,,,,,,,
06-26,10:25:32.915,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:32.918,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:32.918,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:32.918,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:32.919,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:32.919,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:33.115,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:33.115,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.350010] in Nchannel16,,,,,,,,,,,
06-26,10:25:33.115,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.35001""}",,,,,,,,,,,
06-26,10:25:33.115,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:33.115,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:33.116,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 1.35001 :,,,,,,,,,,,
06-26,10:25:33.218,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:33.218,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:33.218,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.400010] in Nchannel16,,,,,,,,,,,
06-26,10:25:33.219,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.40001""}",,,,,,,,,,,
06-26,10:25:33.219,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:33.220,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 1.40001 :,,,,,,,,,,,
06-26,10:25:33.307,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:33.308,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:33.308,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:33.308,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:33.308,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:33.309,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:33.414,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:33.414,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:33.415,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.350010] in Nchannel16,,,,,,,,,,,
06-26,10:25:33.415,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.35001""}",,,,,,,,,,,
06-26,10:25:33.415,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:33.415,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 1.35001 :,,,,,,,,,,,
06-26,10:25:33.416,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:33.416,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:33.416,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:33.417,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:33.417,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:33.418,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:33.515,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:33.515,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:33.515,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:33.515,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:33.515,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:33.617,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:33.617,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:33.617,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:33.619,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:33.619,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:33.619,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:34.017,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:34.017,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:34.017,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:34.019,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:34.019,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:34.019,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:34.108,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:34.108,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:34.108,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:34.109,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:34.109,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:34.110,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:34.342,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:34.342,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:34.343,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:34.344,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:34.344,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:34.345,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:34.360,0,0,I,kernel:,IPCL:[info] ipcl_hb_thread: Send heart beat 1687746334.289511,,,,,,,,,,
06-26,10:25:34.414,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:34.414,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:34.415,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:34.415,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:34.415,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:34.416,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:34.715,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:34.715,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:34.715,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:34.716,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:34.817,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:34.817,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:34.817,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:34.819,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:34.819,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:34.819,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:35.013,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:35.013,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:35.013,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.015,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:35.015,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:35.015,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:35.115,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.115,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:35.115,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:35.117,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:35.117,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:35.118,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:35.441,2227,2422,I,"system_service: [DateTimeImpl.cpp:sync_time:85]:ipk_time 123: 5,26,10,25,34,0",,,,,,,,,,,
06-26,10:25:35.442,2227,2422,I,"system_service: [DateTimeImpl.cpp:sync_time:93]:time now 1687746335, ipk_time_t 1687746334",,,,,,,,,,,
06-26,10:25:35.447,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:35.447,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:35.448,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.449,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:35.449,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:35.450,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:35.512,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:35.512,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:35.512,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.514,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:35.514,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:35.515,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:35.713,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.300010] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.713,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:35.713,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.30001""}",,,,,,,,,,,
06-26,10:25:35.713,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:35.713,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:35.716,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:35.716,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""382""}",,,,,,,,,,,
06-26,10:25:35.716,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [382.000000] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.716,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:35.716,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:35.717,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 382 :,,,,,,,,,,,
06-26,10:25:35.792,0,0,E,kernel:,systemd[12049]: Failed at step EXEC spawning /usr/bin/srvassistor: No such file or directory,,,,,,,,,,
06-26,10:25:35.795,0,0,E,kernel:,systemd[1]: srvassistor.service failed.,,,,,,,,,,
06-26,10:25:35.812,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.350010] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.812,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:35.812,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:35.814,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:35.814,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 1.35001 :,,,,,,,,,,,
06-26,10:25:35.814,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.35001""}",,,,,,,,,,,
06-26,10:25:35.817,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:35.817,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_voltage] = [381.750000] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.817,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
06-26,10:25:35.818,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_voltage, value: {""sigVal"":""381.75""}",,,,,,,,,,,
06-26,10:25:35.818,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_voltage"",",,,,,,,,,,,
06-26,10:25:35.819,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryVoltage   newValue= 381.75 :,,,,,,,,,,,
06-26,10:25:35.917,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:35.917,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:35.917,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.300010] in Nchannel16,,,,,,,,,,,
06-26,10:25:35.919,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:35.919,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.30001""}",,,,,,,,,,,
06-26,10:25:35.919,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 1.30001 :,,,,,,,,,,,
06-26,10:25:36.012,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:36.012,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:36.012,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.350010] in Nchannel16,,,,,,,,,,,
06-26,10:25:36.013,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 1.35001 :,,,,,,,,,,,
06-26,10:25:36.013,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.35001""}",,,,,,,,,,,
06-26,10:25:36.013,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:36.110,3412,3412,I,SYSSET (settingApp)  PowerConSigMonitoring initEvent propertyChanged prop= batteryCurrent   newValue= 1.30001 :,,,,,,,,,,,
06-26,10:25:36.110,4345,4398,I,big_data: update sigal [ctrl.bms.powertrain_current] = [1.300010] in Nchannel16,,,,,,,,,,,
06-26,10:25:36.110,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_current ] received,,,,,,,,,,,
06-26,10:25:36.110,3412,5061,I,"vapi_client: on notify: ctrl.bms.powertrain_current, value: {""sigVal"":""1.30001""}",,,,,,,,,,,
06-26,10:25:36.110,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_current,,,,,,,,,,,
06-26,10:25:36.110,3412,5061,I,"vapi_addon:    ""CMD"" : ""ctrl.bms.powertrain_current"",",,,,,,,,,,,
06-26,10:25:36.112,4345,4398,I,big_data: CDbusBigDataTrackClient:: signal [ ctrl.bms.powertrain_voltage ] received,,,,,,,,,,,
06-26,10:25:36.112,4345,4398,I,big_data: CDbusBigDataTrackClient: signame = ctrl.bms.powertrain_voltage,,,,,,,,,,,
